2025-05-08 11:47:04 | GET | /Account/Login | User: Anonymous
2025-05-16 11:49:14 | GET | / | User: admin@eventhub.com
2025-05-16 11:49:15 | GET | /Events/Index | User: admin@eventhub.com
2025-05-16 11:49:17 | GET | /.well-known/appspecific/com.chrome.devtools.json | User: admin@eventhub.com
2025-05-16 11:49:22 | GET | /Events/Edit/1 | User: admin@eventhub.com
2025-05-16 11:49:22 | GET | /.well-known/appspecific/com.chrome.devtools.json | User: admin@eventhub.com
2025-05-16 11:49:33 | POST | /Events/Edit/1 | User: admin@eventhub.com
2025-05-16 11:49:33 | GET | /.well-known/appspecific/com.chrome.devtools.json | User: admin@eventhub.com
2025-05-16 12:04:27 | GET | / | User: admin@eventhub.com
2025-05-16 12:05:17 | GET | / | User: admin@eventhub.com
2025-05-16 12:05:21 | GET | / | User: admin@eventhub.com
2025-05-16 12:06:56 | GET | / | User: admin@eventhub.com
2025-05-16 12:07:02 | GET | /Events/Index | User: admin@eventhub.com
2025-05-16 12:23:56 | GET | / | User: admin@eventhub.com
2025-05-16 12:24:08 | GET | /Events/Index | User: admin@eventhub.com
2025-05-16 13:08:03 | GET | / | User: admin@eventhub.com
2025-05-16 13:08:07 | GET | /Events/Index | User: admin@eventhub.com
2025-05-16 13:08:17 | GET | /Events/Index | User: admin@eventhub.com
2025-05-16 13:08:26 | GET | /api/auth/login | User: admin@eventhub.com
2025-05-16 13:08:32 | GET | /api/auth/login | User: admin@eventhub.com
2025-05-16 13:08:32 | GET | /api/auth/login | User: admin@eventhub.com
2025-05-16 13:08:33 | GET | /api/auth/login | User: admin@eventhub.com
2025-05-16 13:08:33 | GET | /api/auth/login | User: admin@eventhub.com
2025-05-16 13:08:33 | GET | /api/auth/login | User: admin@eventhub.com
2025-05-16 13:08:33 | GET | /api/auth/login | User: admin@eventhub.com
2025-05-16 13:08:34 | GET | /api/auth/login | User: admin@eventhub.com
2025-05-16 13:08:34 | GET | /api/auth/login | User: admin@eventhub.com
2025-05-16 13:09:39 | GET | / | User: admin@eventhub.com
2025-05-16 13:09:40 | GET | /Events/Index | User: admin@eventhub.com
2025-05-16 13:09:48 | GET | /api/events | User: admin@eventhub.com
2025-05-16 13:09:57 | GET | /api/auth/login | User: admin@eventhub.com
2025-05-16 13:11:50 | GET | /api/auth/login | User: Anonymous
2025-05-16 13:15:46 | GET | / | User: admin@eventhub.com
2025-05-16 13:18:32 | GET | / | User: admin@eventhub.com
2025-05-16 13:18:57 | GET | /Events | User: admin@eventhub.com
2025-05-16 13:19:19 | GET | /Events/Index | User: admin@eventhub.com
2025-05-16 13:20:28 | POST | /api/auth/login | User: admin@eventhub.com
2025-05-16 13:20:44 | GET | /events/ | User: admin@eventhub.com
2025-05-16 13:20:48 | POST | /Account/Logout | User: admin@eventhub.com
2025-05-16 13:20:48 | GET | /Account/Login | User: Anonymous
2025-05-16 13:20:58 | POST | /Account/Login | User: Anonymous
2025-05-16 13:21:16 | POST | /Account/Login | User: Anonymous
2025-05-16 13:21:51 | POST | /Account/Login | User: Anonymous
2025-05-16 13:21:54 | POST | /Account/Login | User: Anonymous
2025-05-16 13:22:00 | POST | /Account/Login | User: Anonymous
2025-05-16 13:22:17 | POST | /Account/Login | User: Anonymous
2025-05-16 13:22:17 | GET | /Events/Index | User: admin@eventhub.com
2025-05-16 13:22:46 | POST | /api/auth/login | User: admin@eventhub.com
2025-05-16 13:23:45 | GET | /api/auth/login | User: Anonymous
2025-05-16 13:24:32 | GET | /api/auth/login | User: Anonymous
2025-05-16 13:26:05 | GET | /Events | User: admin@eventhub.com
2025-05-16 13:26:42 | GET | /Events | User: admin@eventhub.com
2025-05-16 13:27:28 | GET | / | User: admin@eventhub.com
2025-05-16 13:28:34 | GET | /api/events | User: admin@eventhub.com
2025-05-20 10:55:20 | GET | /Account/Login | User: Anonymous
2025-05-20 10:55:28 | GET | /Account/Login | User: Anonymous
2025-05-20 10:55:42 | POST | /Account/Login | User: Anonymous
2025-05-20 10:55:49 | POST | /Account/Login | User: Anonymous
2025-05-20 10:56:06 | POST | /Account/Login | User: Anonymous
2025-05-20 10:56:09 | POST | /Account/Login | User: Anonymous
2025-05-20 10:56:21 | POST | /Account/Login | User: Anonymous
2025-05-20 10:58:44 | POST | /Account/Login | User: Anonymous
2025-05-20 10:58:44 | GET | /Events/Index | User: admin@eventhub.com
2025-05-20 11:00:20 | GET | / | User: admin@eventhub.com
2025-05-20 11:00:32 | GET | /Events/Index | User: admin@eventhub.com
2025-05-20 12:05:50 | GET | / | User: admin@eventhub.com
2025-05-20 12:05:52 | GET | /Events/Index | User: admin@eventhub.com
2025-05-20 12:05:57 | GET | /Events/GetEventDetails/1 | User: admin@eventhub.com
2025-05-20 12:06:05 | GET | /Events/Edit/2 | User: admin@eventhub.com
2025-05-20 12:06:07 | GET | /Events/Index | User: admin@eventhub.com
2025-05-20 12:06:10 | GET | /Events/GetEventDetails/4 | User: admin@eventhub.com
2025-05-20 12:06:19 | GET | /Events/GetEventDetails/5 | User: admin@eventhub.com
2025-05-20 12:10:41 | GET | /api/events | User: admin@eventhub.com
2025-05-20 12:11:08 | GET | /api/auth/ | User: admin@eventhub.com
2025-05-20 12:34:31 | GET | / | User: admin@eventhub.com
2025-05-20 12:34:42 | GET | /api/v1/events | User: admin@eventhub.com
2025-05-20 12:34:47 | GET | /api/v2/events | User: admin@eventhub.com
2025-05-20 12:35:11 | GET | /api/v2/events/1 | User: admin@eventhub.com
2025-05-20 12:35:19 | GET | /api/v1/events/1 | User: admin@eventhub.com
2025-05-20 13:16:30 | GET | / | User: admin@eventhub.com
2025-05-20 13:17:01 | GET | / | User: admin@eventhub.com
2025-05-20 13:17:06 | GET | /api/v1/events | User: admin@eventhub.com
2025-05-20 13:17:10 | GET | /api/v1/events | User: admin@eventhub.com
2025-05-20 13:17:12 | GET | /api/v1/events | User: admin@eventhub.com
2025-05-20 13:17:14 | GET | /api/v1/events | User: admin@eventhub.com
2025-05-20 13:17:18 | GET | /api/v2/events | User: admin@eventhub.com
2025-05-20 13:17:19 | GET | /api/v2/events | User: admin@eventhub.com
2025-05-20 13:17:25 | GET | /api/v1/events | User: admin@eventhub.com
2025-05-20 13:17:31 | GET | /api/v1/events | User: admin@eventhub.com
2025-05-20 13:17:33 | GET | /api/v1/events | User: admin@eventhub.com
2025-05-20 13:17:51 | GET | /api/v1/events | User: admin@eventhub.com
2025-05-20 13:21:42 | GET | / | User: admin@eventhub.com
2025-05-20 13:21:49 | GET | /api/v1/events | User: admin@eventhub.com
2025-05-20 13:21:51 | GET | /api/v1/events | User: admin@eventhub.com
